Rank,NOC,Gold,Silver,Bronze,Total,Year,Host_NOC,Host_Flag,Total_Events_Per_Year,Athlete_Count,Sport_Count,Historical_Total,Historical_Gold,Gold_Total,Total_Total
64,Sri Lanka,0,1,0,1,2000,AUS,0,667,18.0,4.0,1.0,0.0,300,927
72,Sudan,0,1,0,1,2008,CHN,0,673,9.0,2.0,1.0,0.0,302,958
29,Suriname,1,0,0,1,1988,KOR,0,528,6.0,4.0,1.0,1.0,241,739
54,Suriname,0,0,1,1,1992,ESP,0,573,6.0,3.0,2.0,1.0,260,815
21,Sweden,0,0,1,1,1900,FRA,0,236,10.0,3.0,1.0,0.0,96,284
3,Sweden,8,6,11,25,1908,UNK,0,267,151.0,13.0,26.0,8.0,110,324
2,Sweden,23,25,17,65,1912,SWE,1,236,365.0,14.0,91.0,31.0,102,312
2,Sweden,19,20,25,64,1920,BEL,0,363,245.0,17.0,154.0,50.0,155,438
8,Sweden,4,13,12,29,1924,FRA,0,292,154.0,15.0,158.0,46.0,126,378
4,Sweden,7,6,12,25,1928,NED,0,252,90.0,11.0,118.0,30.0,110,327
4,Sweden,10,5,9,24,1932,USA,0,268,75.0,12.0,78.0,21.0,125,370
7,Sweden,6,5,10,21,1936,GER,0,302,156.0,17.0,70.0,23.0,141,422
2,Sweden,16,11,17,44,1948,UNK,0,312,168.0,18.0,89.0,32.0,138,411
4,Sweden,12,13,10,35,1952,FIN,0,338,192.0,17.0,100.0,34.0,149,459
6,Sweden,8,5,6,19,1956,AUS,0,342,91.0,15.0,98.0,36.0,153,469
16,Sweden,1,2,3,6,1960,ITA,0,340,123.0,15.0,60.0,21.0,152,461
17,Sweden,2,2,4,8,1964,JPN,0,370,84.0,13.0,33.0,11.0,163,504
20,Sweden,2,1,1,4,1968,UNK,0,386,100.0,13.0,18.0,5.0,174,527
11,Sweden,4,6,6,16,1972,GER,0,439,131.0,18.0,28.0,8.0,195,600
12,Sweden,4,1,0,5,1976,CAN,0,444,116.0,16.0,25.0,10.0,198,613
11,Sweden,3,3,6,12,1980,URS,0,454,144.0,18.0,33.0,11.0,204,631
16,Sweden,2,11,6,19,1984,USA,0,492,172.0,19.0,36.0,9.0,226,688
32,Sweden,0,4,7,11,1988,KOR,0,528,181.0,23.0,42.0,5.0,241,739
27,Sweden,1,7,4,12,1992,ESP,0,573,182.0,22.0,42.0,3.0,260,815
29,Sweden,2,4,2,8,1996,USA,0,604,174.0,22.0,31.0,3.0,271,842
18,Sweden,4,5,3,12,2000,AUS,0,667,149.0,22.0,32.0,7.0,300,927
19,Sweden,4,2,1,7,2004,GRE,0,669,114.0,20.0,27.0,10.0,301,926
56,Sweden,0,4,1,5,2008,CHN,0,673,122.0,20.0,24.0,8.0,302,958
37,Sweden,1,4,3,8,2012,UNK,0,670,133.0,21.0,20.0,5.0,303,960
28,Sweden,2,6,3,11,2016,BRA,0,682,150.0,22.0,24.0,3.0,306,972
23,Sweden,3,6,0,9,2020,UNK,0,761,136.0,23.0,28.0,6.0,340,1080
16,Sweden,4,4,3,11,2024,FRA,0,738,125.0,21.0,31.0,9.0,328,1039
10,Switzerland,1,2,0,3,1896,GRE,0,107,3.0,2.0,3.0,1.0,43,122
6,Switzerland,6,2,1,9,1900,FRA,0,236,15.0,3.0,12.0,7.0,96,284
10,Switzerland,1,0,2,3,1904,USA,0,224,3.0,2.0,15.0,8.0,97,280
13,Switzerland,2,2,7,11,1920,BEL,0,363,77.0,13.0,23.0,9.0,155,438
6,Switzerland,7,8,10,25,1924,FRA,0,292,141.0,17.0,39.0,10.0,126,378
6,Switzerland,7,4,4,15,1928,NED,0,252,133.0,15.0,51.0,16.0,110,327
22,Switzerland,0,1,0,1,1932,USA,0,268,7.0,4.0,41.0,14.0,125,370
11,Switzerland,4,9,5,18,1936,GER,0,302,184.0,20.0,34.0,11.0,141,422
9,Switzerland,5,10,5,20,1948,UNK,0,312,178.0,19.0,39.0,9.0,138,411
11,Switzerland,2,6,6,14,1952,FIN,0,338,147.0,17.0,52.0,11.0,149,459
35,Switzerland,0,0,1,1,1956,AUS,0,342,9.0,1.0,35.0,7.0,153,469
24,Switzerland,0,3,3,6,1960,ITA,0,340,139.0,16.0,21.0,2.0,152,461
22,Switzerland,1,2,1,4,1964,JPN,0,370,59.0,12.0,11.0,1.0,163,504
33,Switzerland,0,1,4,5,1968,UNK,0,386,85.0,12.0,15.0,1.0,174,527
26,Switzerland,0,3,0,3,1972,GER,0,439,151.0,17.0,12.0,1.0,195,600
20,Switzerland,1,1,2,4,1976,CAN,0,444,50.0,12.0,12.0,1.0,198,613
19,Switzerland,2,0,0,2,1980,URS,0,454,73.0,10.0,9.0,3.0,204,631
26,Switzerland,0,4,4,8,1984,USA,0,492,129.0,18.0,14.0,3.0,226,688
33,Switzerland,0,2,2,4,1988,KOR,0,528,99.0,17.0,14.0,2.0,241,739
37,Switzerland,1,0,0,1,1992,ESP,0,573,102.0,17.0,13.0,1.0,260,815
18,Switzerland,4,3,0,7,1996,USA,0,604,115.0,17.0,12.0,5.0,271,842
37,Switzerland,1,6,2,9,2000,AUS,0,667,102.0,19.0,17.0,6.0,300,927
46,Switzerland,1,1,3,5,2004,GRE,0,669,94.0,19.0,21.0,6.0,301,926
34,Switzerland,2,1,4,7,2008,CHN,0,673,79.0,20.0,21.0,4.0,302,958
33,Switzerland,2,2,0,4,2012,UNK,0,670,94.0,19.0,16.0,5.0,303,960
23,Switzerland,3,2,2,7,2016,BRA,0,682,98.0,16.0,18.0,7.0,306,972
24,Switzerland,3,4,6,13,2020,UNK,0,761,116.0,25.0,24.0,8.0,340,1080
48,Switzerland,1,2,5,8,2024,FRA,0,738,137.0,22.0,28.0,7.0,328,1039
33,Syria,0,1,0,1,1984,USA,0,492,9.0,5.0,1.0,0.0,226,688
49,Syria,1,0,0,1,1996,USA,0,604,7.0,5.0,2.0,1.0,271,842
71,Syria,0,0,1,1,2004,GRE,0,669,6.0,5.0,3.0,1.0,301,926
86,Syria,0,0,1,1,2020,UNK,0,761,6.0,6.0,3.0,1.0,340,1080
42,Taiwan,0,0,1,1,1968,UNK,0,386,0.0,0.0,1.0,0.0,174,527
68,Tajikistan,0,1,1,2,2008,CHN,0,673,15.0,8.0,2.0,0.0,302,958
79,Tajikistan,0,0,1,1,2012,UNK,0,670,16.0,7.0,3.0,0.0,303,960
54,Tajikistan,1,0,0,1,2016,BRA,0,682,7.0,4.0,4.0,1.0,306,972
79,Tajikistan,0,0,3,3,2024,FRA,0,738,14.0,6.0,5.0,1.0,328,1039
28,Tanzania,0,2,0,2,1980,URS,0,454,41.0,3.0,2.0,0.0,204,631
37,Thailand,0,0,1,1,1976,CAN,0,444,42.0,11.0,1.0,0.0,198,613
33,Thailand,0,1,0,1,1984,USA,0,492,35.0,5.0,2.0,0.0,226,688
46,Thailand,0,0,1,1,1988,KOR,0,528,14.0,4.0,3.0,0.0,241,739
54,Thailand,0,0,1,1,1992,ESP,0,573,46.0,9.0,3.0,0.0,260,815
47,Thailand,1,0,1,2,1996,USA,0,604,33.0,10.0,4.0,1.0,271,842
47,Thailand,1,0,2,3,2000,AUS,0,667,52.0,11.0,6.0,2.0,300,927
25,Thailand,3,1,4,8,2004,GRE,0,669,39.0,13.0,13.0,5.0,301,926
31,Thailand,2,2,2,6,2008,CHN,0,673,47.0,12.0,17.0,6.0,302,958
59,Thailand,0,2,2,4,2012,UNK,0,670,37.0,15.0,18.0,5.0,303,960
35,Thailand,2,2,2,6,2016,BRA,0,682,54.0,15.0,16.0,4.0,306,972
59,Thailand,1,0,1,2,2020,UNK,0,761,41.0,15.0,12.0,3.0,340,1080
44,Thailand,1,3,2,6,2024,FRA,0,738,52.0,18.0,14.0,4.0,328,1039
82,Togo,0,0,1,1,2008,CHN,0,673,4.0,4.0,1.0,0.0,302,958
61,Tonga,0,1,0,1,1996,USA,0,604,5.0,3.0,1.0,0.0,271,842
28,Trinidad and Tobago,0,1,0,1,1948,UNK,0,312,5.0,3.0,1.0,0.0,138,411
37,Trinidad and Tobago,0,0,2,2,1952,FIN,0,338,2.0,1.0,3.0,0.0,149,459
28,Trinidad and Tobago,0,1,2,3,1964,JPN,0,370,11.0,3.0,6.0,0.0,163,504
26,Trinidad and Tobago,1,0,0,1,1976,CAN,0,444,13.0,3.0,6.0,1.0,198,613
68,Trinidad and Tobago,0,0,2,2,1996,USA,0,604,12.0,6.0,6.0,1.0,271,842
61,Trinidad and Tobago,0,1,1,2,2000,AUS,0,667,19.0,3.0,5.0,1.0,300,927
71,Trinidad and Tobago,0,0,1,1,2004,GRE,0,669,19.0,4.0,5.0,0.0,301,926
47,Trinidad and Tobago,1,1,0,2,2008,CHN,0,673,28.0,4.0,5.0,1.0,302,958
42,Trinidad and Tobago,1,1,2,4,2012,UNK,0,670,25.0,6.0,7.0,2.0,303,960
78,Trinidad and Tobago,0,0,1,1,2016,BRA,0,682,28.0,8.0,7.0,2.0,306,972
29,Tunisia,0,1,1,2,1964,JPN,0,370,9.0,3.0,2.0,0.0,163,504
28,Tunisia,1,0,1,2,1968,UNK,0,386,7.0,2.0,4.0,1.0,174,527
33,Tunisia,0,1,0,1,1972,GER,0,439,35.0,5.0,5.0,1.0,195,600
71,Tunisia,0,0,1,1,1996,USA,0,604,51.0,9.0,4.0,1.0,271,842
53,Tunisia,1,0,0,1,2008,CHN,0,673,26.0,10.0,3.0,1.0,302,958
36,Tunisia,2,0,1,3,2012,UNK,0,670,83.0,17.0,5.0,3.0,303,960
75,Tunisia,0,0,3,3,2016,BRA,0,682,61.0,17.0,7.0,3.0,306,972
58,Tunisia,1,1,0,2,2020,UNK,0,761,63.0,17.0,8.0,3.0,340,1080
52,Tunisia,1,1,1,3,2024,FRA,0,738,26.0,15.0,8.0,2.0,328,1039
19,Turkey,1,0,1,2,1936,GER,0,302,45.0,6.0,2.0,1.0,141,422
7,Turkey,6,4,2,12,1948,UNK,0,312,58.0,7.0,14.0,7.0,138,411
16,Turkey,2,0,1,3,1952,FIN,0,338,51.0,4.0,17.0,9.0,149,459
12,Turkey,3,2,2,7,1956,AUS,0,342,19.0,2.0,22.0,11.0,153,469
6,Turkey,7,2,0,9,1960,ITA,0,340,49.0,6.0,19.0,12.0,152,461
16,Turkey,2,3,1,6,1964,JPN,0,370,23.0,4.0,22.0,12.0,163,504
21,Turkey,2,0,0,2,1968,UNK,0,386,29.0,4.0,17.0,11.0,174,527
33,Turkey,0,1,0,1,1972,GER,0,439,43.0,8.0,9.0,4.0,195,600
40,Turkey,0,0,3,3,1984,USA,0,492,46.0,10.0,6.0,2.0,226,688
27,Turkey,1,1,0,2,1988,KOR,0,528,41.0,9.0,6.0,1.0,241,739
23,Turkey,2,2,2,6,1992,ESP,0,573,41.0,10.0,11.0,3.0,260,815
19,Turkey,4,1,1,6,1996,USA,0,604,53.0,9.0,14.0,7.0,271,842
26,Turkey,3,0,2,5,2000,AUS,0,667,57.0,10.0,17.0,9.0,300,927
22,Turkey,3,3,4,10,2004,GRE,0,669,64.0,10.0,21.0,10.0,301,926
42,Turkey,1,1,3,5,2008,CHN,0,673,67.0,12.0,20.0,7.0,302,958
46,Turkey,1,1,1,3,2012,UNK,0,670,112.0,16.0,18.0,5.0,303,960
41,Turkey,1,3,4,8,2016,BRA,0,682,100.0,21.0,16.0,3.0,306,972
35,Turkey,2,2,9,13,2020,UNK,0,761,107.0,18.0,24.0,4.0,340,1080
64,Turkey,0,3,5,8,2024,FRA,0,738,0.0,0.0,29.0,3.0,328,1039
77,Turkmenistan,0,1,0,1,2020,UNK,0,761,9.0,4.0,1.0,0.0,340,1080
36,Uganda,0,1,1,2,1968,UNK,0,386,11.0,2.0,2.0,0.0,174,527
24,Uganda,1,1,0,2,1972,GER,0,439,33.0,3.0,4.0,1.0,195,600
32,Uganda,0,1,0,1,1980,URS,0,454,13.0,2.0,5.0,1.0,204,631
71,Uganda,0,0,1,1,1996,USA,0,604,10.0,4.0,4.0,1.0,271,842
50,Uganda,1,0,0,1,2012,UNK,0,670,15.0,4.0,3.0,1.0,303,960
36,Uganda,2,1,1,4,2020,UNK,0,761,25.0,4.0,6.0,3.0,340,1080
55,Uganda,1,1,0,2,2024,FRA,0,738,25.0,4.0,7.0,4.0,328,1039
9,Ukraine,9,2,12,23,1996,USA,0,604,231.0,21.0,23.0,9.0,271,842
21,Ukraine,3,10,10,23,2000,AUS,0,667,230.0,23.0,46.0,12.0,300,927
13,Ukraine,8,5,9,22,2004,GRE,0,669,239.0,23.0,68.0,20.0,301,926
12,Ukraine,7,4,11,22,2008,CHN,0,673,243.0,24.0,67.0,18.0,302,958
15,Ukraine,5,4,10,19,2012,UNK,0,670,230.0,25.0,63.0,20.0,303,960
31,Ukraine,2,5,4,11,2016,BRA,0,682,201.0,24.0,52.0,14.0,306,972
44,Ukraine,1,6,12,19,2020,UNK,0,761,153.0,28.0,49.0,8.0,340,1080
22,Ukraine,3,5,4,12,2024,FRA,0,738,141.0,25.0,42.0,6.0,328,1039
1,Unified Team,45,38,29,112,1992,ESP,0,573,473.0,27.0,112.0,45.0,260,815
54,United Arab Emirates,1,0,0,1,2004,GRE,0,669,4.0,3.0,1.0,1.0,301,926
78,United Arab Emirates,0,0,1,1,2016,BRA,0,682,12.0,6.0,2.0,1.0,306,972
1,United States,11,7,2,20,1896,GRE,0,107,14.0,3.0,20.0,11.0,43,122
2,United States,19,14,15,48,1900,FRA,0,236,59.0,6.0,68.0,30.0,96,284
1,United States,76,78,77,231,1904,USA,1,224,417.0,14.0,299.0,106.0,97,280
2,United States,23,12,12,47,1908,UNK,0,267,119.0,10.0,326.0,118.0,110,324
1,United States,26,19,19,64,1912,SWE,0,236,172.0,11.0,342.0,125.0,102,312
1,United States,41,27,27,95,1920,BEL,0,363,285.0,18.0,206.0,90.0,155,438
1,United States,45,27,27,99,1924,FRA,0,292,296.0,18.0,258.0,112.0,126,378
1,United States,22,18,16,56,1928,NED,0,252,268.0,15.0,250.0,108.0,110,327
1,United States,44,36,30,110,1932,USA,1,268,445.0,17.0,265.0,111.0,125,370
2,United States,24,21,12,57,1936,GER,0,302,340.0,20.0,223.0,90.0,141,422
1,United States,38,27,19,84,1948,UNK,0,312,279.0,19.0,251.0,106.0,138,411
1,United States,40,19,17,76,1952,FIN,0,338,264.0,18.0,217.0,102.0,149,459
2,United States,32,25,17,74,1956,AUS,0,342,289.0,19.0,234.0,110.0,153,469
2,United States,34,21,16,71,1960,ITA,0,340,279.0,17.0,221.0,106.0,152,461
1,United States,36,26,28,90,1964,JPN,0,370,334.0,19.0,235.0,102.0,163,504
1,United States,45,28,34,107,1968,UNK,0,386,355.0,18.0,268.0,115.0,174,527
2,United States,33,31,30,94,1972,GER,0,439,393.0,21.0,291.0,114.0,195,600
3,United States,34,35,25,94,1976,CAN,0,444,391.0,19.0,295.0,112.0,198,613
1,United States,83,61,30,174,1984,USA,1,492,519.0,25.0,362.0,150.0,226,688
3,United States,36,31,27,94,1988,KOR,0,528,526.0,27.0,362.0,153.0,241,739
2,United States,37,34,37,108,1992,ESP,0,573,534.0,28.0,376.0,156.0,260,815
1,United States,44,32,25,101,1996,USA,1,604,635.0,30.0,303.0,117.0,271,842
1,United States,37,24,32,93,2000,AUS,0,667,575.0,30.0,302.0,118.0,300,927
1,United States,36,39,26,101,2004,GRE,0,669,521.0,30.0,295.0,117.0,301,926
2,United States,36,39,37,112,2008,CHN,0,673,575.0,31.0,306.0,109.0,302,958
1,United States,48,26,30,104,2012,UNK,0,670,517.0,30.0,317.0,120.0,303,960
1,United States,46,37,38,121,2016,BRA,0,682,544.0,32.0,337.0,130.0,306,972
1,United States,39,41,33,113,2020,UNK,0,761,633.0,44.0,338.0,133.0,340,1080
1,United States,40,44,42,126,2024,FRA,0,738,619.0,47.0,360.0,125.0,328,1039
7,United Team of Germany,6,13,7,26,1956,AUS,0,342,0.0,0.0,26.0,6.0,153,469
4,United Team of Germany,12,19,11,42,1960,ITA,0,340,0.0,0.0,68.0,18.0,152,461
4,United Team of Germany,10,22,18,50,1964,JPN,0,370,0.0,0.0,118.0,28.0,163,504
19,Uruguay,1,0,0,1,1924,FRA,0,292,26.0,4.0,1.0,1.0,126,378
24,Uruguay,1,0,0,1,1928,NED,0,252,17.0,1.0,2.0,2.0,110,327
26,Uruguay,0,0,1,1,1932,USA,0,268,2.0,2.0,3.0,2.0,125,370
26,Uruguay,0,1,1,2,1948,UNK,0,312,59.0,11.0,4.0,1.0,138,411
37,Uruguay,0,0,2,2,1952,FIN,0,338,32.0,9.0,5.0,0.0,149,459
35,Uruguay,0,0,1,1,1956,AUS,0,342,21.0,5.0,5.0,0.0,153,469
35,Uruguay,0,0,1,1,1964,JPN,0,370,23.0,4.0,4.0,0.0,163,504
64,Uruguay,0,1,0,1,2000,AUS,0,667,15.0,7.0,3.0,0.0,300,927
58,Uzbekistan,0,1,1,2,1996,USA,0,604,71.0,12.0,2.0,0.0,271,842
43,Uzbekistan,1,1,2,4,2000,AUS,0,667,70.0,12.0,6.0,1.0,300,927
35,Uzbekistan,2,1,2,5,2004,GRE,0,669,69.0,14.0,11.0,3.0,301,926
63,Uzbekistan,0,1,3,4,2008,CHN,0,673,56.0,14.0,13.0,3.0,302,958
76,Uzbekistan,0,0,3,3,2012,UNK,0,670,53.0,14.0,12.0,2.0,303,960
21,Uzbekistan,4,2,7,13,2016,BRA,0,682,70.0,15.0,20.0,4.0,306,972
32,Uzbekistan,3,0,2,5,2020,UNK,0,761,67.0,16.0,21.0,7.0,340,1080
13,Uzbekistan,8,2,3,13,2024,FRA,0,738,88.0,17.0,31.0,15.0,328,1039
40,Venezuela,0,0,1,1,1952,FIN,0,338,38.0,8.0,1.0,0.0,149,459
41,Venezuela,0,0,1,1,1960,ITA,0,340,34.0,8.0,2.0,0.0,152,461
29,Venezuela,1,0,0,1,1968,UNK,0,386,23.0,5.0,3.0,1.0,174,527
34,Venezuela,0,1,0,1,1976,CAN,0,444,32.0,6.0,3.0,1.0,198,613
32,Venezuela,0,1,0,1,1980,URS,0,454,37.0,7.0,3.0,1.0,204,631
40,Venezuela,0,0,3,3,1984,USA,0,492,26.0,10.0,5.0,0.0,226,688
68,Venezuela,0,0,2,2,2004,GRE,0,669,48.0,15.0,6.0,0.0,301,926
82,Venezuela,0,0,1,1,2008,CHN,0,673,108.0,21.0,6.0,0.0,302,958
50,Venezuela,1,0,0,1,2012,UNK,0,670,68.0,15.0,4.0,1.0,303,960
62,Venezuela,0,2,1,3,2016,BRA,0,682,85.0,20.0,5.0,1.0,306,972
46,Venezuela,1,3,0,4,2020,UNK,0,761,43.0,16.0,8.0,2.0,340,1080
64,Vietnam,0,1,0,1,2000,AUS,0,667,7.0,4.0,1.0,0.0,300,927
72,Vietnam,0,1,0,1,2008,CHN,0,673,13.0,8.0,2.0,0.0,302,958
79,Vietnam,0,0,1,1,2012,UNK,0,670,18.0,11.0,3.0,0.0,303,960
48,Vietnam,1,1,0,2,2016,BRA,0,682,22.0,10.0,4.0,1.0,306,972
36,Virgin Islands,0,1,0,1,1988,KOR,0,528,0.0,0.0,1.0,0.0,241,739
8,West Germany,5,11,10,26,1968,UNK,0,386,275.0,17.0,26.0,5.0,174,527
4,West Germany,13,11,16,40,1972,GER,1,439,418.0,23.0,66.0,18.0,195,600
4,West Germany,10,12,17,39,1976,CAN,0,444,290.0,20.0,105.0,28.0,198,613
3,West Germany,17,19,23,59,1984,USA,0,492,389.0,25.0,138.0,40.0,226,688
5,West Germany,11,14,15,40,1988,KOR,0,528,345.0,24.0,138.0,38.0,241,739
14,Yugoslavia,2,0,0,2,1924,FRA,0,292,42.0,9.0,2.0,2.0,126,378
21,Yugoslavia,1,1,3,5,1928,NED,0,252,34.0,6.0,7.0,3.0,110,327
25,Yugoslavia,0,1,0,1,1936,GER,0,302,92.0,12.0,8.0,3.0,141,422
24,Yugoslavia,0,2,0,2,1948,UNK,0,312,90.0,8.0,8.0,1.0,138,411
21,Yugoslavia,1,2,0,3,1952,FIN,0,338,85.0,11.0,6.0,1.0,149,459
26,Yugoslavia,0,3,0,3,1956,AUS,0,342,35.0,8.0,8.0,1.0,153,469
18,Yugoslavia,1,1,0,2,1960,ITA,0,340,114.0,14.0,8.0,2.0,152,461
19,Yugoslavia,2,1,2,5,1964,JPN,0,370,75.0,9.0,10.0,3.0,163,504
16,Yugoslavia,3,3,2,8,1968,UNK,0,386,69.0,11.0,15.0,6.0,174,527
20,Yugoslavia,2,1,2,5,1972,GER,0,439,122.0,15.0,18.0,7.0,195,600
16,Yugoslavia,2,3,3,8,1976,CAN,0,444,88.0,14.0,21.0,7.0,198,613
14,Yugoslavia,2,3,4,9,1980,URS,0,454,164.0,17.0,22.0,6.0,204,631
9,Yugoslavia,7,4,7,18,1984,USA,0,492,139.0,16.0,35.0,11.0,226,688
16,Yugoslavia,3,4,5,12,1988,KOR,0,528,155.0,18.0,39.0,12.0,241,739
43,Zambia,0,0,1,1,1984,USA,0,492,16.0,3.0,1.0,0.0,226,688
61,Zambia,0,1,0,1,1996,USA,0,604,8.0,2.0,2.0,0.0,271,842
84,Zambia,0,0,1,1,2024,FRA,0,738,31.0,5.0,3.0,0.0,328,1039
23,Zimbabwe,1,0,0,1,1980,URS,0,454,42.0,10.0,1.0,1.0,204,631
49,Zimbabwe,1,1,1,3,2004,GRE,0,669,12.0,4.0,4.0,2.0,301,926
38,Zimbabwe,1,3,0,4,2008,CHN,0,673,13.0,6.0,8.0,3.0,302,958
